judge	satnorm	weighting	target	metric	n_prompts	core	rand	best_ho	best_in	top_w	top_pop	full	target_reliab	delta_core	ci_lo	ci_hi	eta	eta_lo	eta_hi	eta_in	eta_topw	core_minus_topw	cmt_lo	cmt_hi	core_minus_reliab	cmr_lo	cmr_hi	retention	effect_over_floor	p	bh_survives	K5_admissible
v_nofewshot	raw	signed	personal	tau_b	87	0.1319	0.1740	0.3596	0.4868	0.1299	0.1600	0.2244	-0.1643	-0.0415	-0.0894	0.0062	-0.2283	-0.5211	0.0346	-0.1336	-0.2406	0.0027	-0.0318	0.0374	0.2963	0.2252	0.3654	0.5888	1.73	0.08900	0	1
v_nofewshot	raw	signed	personal	top1	87	0.3284	0.3794	0.5341	0.6228	0.3442	0.3787	0.4001	-0.1171	-0.0510	-0.0967	-0.0036	-0.3371	-0.6597	-0.0226	-0.2110	-0.2295	-0.0159	-0.0683	0.0369	0.4454	0.3865	0.5051	0.8213	2.18	0.02900	1	1
v_nofewshot	raw	signed	personal	pair	87	0.5692	0.5929	0.6926	0.7604	0.5692	0.5864	0.6195	-0.0871	-0.0235	-0.0473	0.0015	-0.2406	-0.5213	0.0152	-0.1411	-0.2407	0.0002	-0.0182	0.0189	0.6562	0.6189	0.6932	0.9197	1.84	0.07600	0	1
v_nofewshot	raw	signed	personal	veto	86	0.5079	0.5443	0.6562	0.7937	0.5087	0.5411	0.6067	-0.1871	-0.0368	-0.0890	0.0118	-0.3464	-0.9265	0.1100	-0.1482	-0.3312	-0.0007	-0.0488	0.0481	0.6944	0.6207	0.7670	0.8377	1.41	0.14700	0	1
v_nofewshot	raw	signed	world	tau_b	300	0.0753	0.1660	0.4300	0.5288	0.1034	0.1365	0.2177	-0.1165	-0.0909	-0.1187	-0.0647	-0.3449	-0.4459	-0.2462	-0.2507	-0.2397	-0.0277	-0.0531	-0.0024	0.1916	0.1506	0.2310	0.3421	6.57	0.00050	1	1
v_nofewshot	raw	signed	world	top1	300	0.3295	0.4003	0.5961	0.6717	0.3509	0.3870	0.4265	-0.0868	-0.0712	-0.0946	-0.0482	-0.3646	-0.4924	-0.2408	-0.2623	-0.2527	-0.0218	-0.0468	0.0014	0.4159	0.3816	0.4494	0.7725	6.05	0.00050	1	1
v_nofewshot	raw	signed	world	pair	300	0.5397	0.5898	0.7321	0.7856	0.5555	0.5737	0.6175	-0.0636	-0.0503	-0.0646	-0.0361	-0.3544	-0.4559	-0.2538	-0.2571	-0.2406	-0.0161	-0.0295	-0.0027	0.6033	0.5814	0.6268	0.8738	6.85	0.00050	1	1
v_nofewshot	raw	signed	world	veto	86	0.5079	0.5443	0.6562	0.7937	0.5087	0.5411	0.6067	-0.1878	-0.0367	-0.0907	0.0153	-0.3510	-0.9451	0.1309	-0.1482	-0.3258	-0.0013	-0.0523	0.0494	0.6949	0.6220	0.7669	0.8376	1.37	0.14800	0	1
v_nofewshot	z	uniform	intrinsic	tau_b	300	0.6312	0.5287	0.6378	0.9342	0.6817	0.5577	0.5877	0.6091	0.1026	0.0760	0.1292	0.9488	0.7083	1.2342	0.2526	1.4175	-0.0505	-0.0789	-0.0227	0.0221	-0.0079	0.0521	1.0748	7.63	0.00050	1	1
v_nofewshot	z	uniform	intrinsic	top1	300	0.6650	0.6000	0.6837	0.9480	0.7003	0.6087	0.6390	0.6516	0.0647	0.0326	0.0978	0.8049	0.3797	1.3832	0.1857	1.2544	-0.0360	-0.0757	0.0040	0.0127	-0.0337	0.0550	1.0408	3.90	0.00050	1	1
v_nofewshot	z	uniform	intrinsic	pair	300	0.8156	0.7643	0.8189	0.9671	0.8408	0.7788	0.7938	0.8047	0.0515	0.0385	0.0647	0.9544	0.7190	1.2328	0.2541	1.4178	-0.0249	-0.0386	-0.0110	0.0113	-0.0038	0.0258	1.0279	7.76	0.00050	1	1
v_nofewshot	z	uniform	personal	tau_b	87	0.1377	0.0089	0.2176	0.3033	0.1295	0.0270	0.0131	-0.1638	0.1284	0.0859	0.1703	0.6171	0.4554	0.7730	0.4354	0.5760	0.0085	-0.0188	0.0359	0.3017	0.2321	0.3698	1.4960	5.89	0.00050	1	1
v_nofewshot	z	uniform	personal	top1	87	0.3319	0.2742	0.4185	0.4753	0.3261	0.2701	0.2847	-0.1171	0.0572	0.0152	0.1010	0.3996	0.1067	0.7008	0.2838	0.3555	0.0062	-0.0342	0.0470	0.4491	0.3925	0.5093	1.1710	2.63	0.01000	1	1
v_nofewshot	z	uniform	personal	pair	87	0.5724	0.5031	0.6170	0.6611	0.5687	0.5113	0.5047	-0.0872	0.0687	0.0449	0.0932	0.6056	0.4500	0.7688	0.4345	0.5760	0.0034	-0.0108	0.0190	0.6589	0.6206	0.6969	1.1342	5.57	0.00050	1	1
v_nofewshot	z	uniform	personal	veto	86	0.5125	0.4058	0.5592	0.6726	0.5259	0.4058	0.3995	-0.1869	0.1077	0.0619	0.1578	0.7115	0.4475	1.0331	0.4038	0.8021	-0.0128	-0.0489	0.0239	0.7006	0.6310	0.7685	1.2910	4.33	0.00050	1	1
v_nofewshot	z	uniform	world	tau_b	300	0.0757	-0.0084	0.2672	0.3349	0.0947	-0.0007	-0.0100	-0.1165	0.0839	0.0628	0.1058	0.3046	0.2346	0.3750	0.2443	0.3734	-0.0190	-0.0428	0.0060	0.1924	0.1522	0.2323	-2.1651	7.80	0.00050	1	1
v_nofewshot	z	uniform	world	top1	300	0.3210	0.2878	0.4823	0.5340	0.3378	0.2821	0.2909	-0.0867	0.0333	0.0132	0.0548	0.1719	0.0696	0.2789	0.1354	0.2577	-0.0166	-0.0403	0.0079	0.4074	0.3755	0.4401	1.1051	3.13	0.00050	1	1
v_nofewshot	z	uniform	world	pair	300	0.5399	0.4938	0.6445	0.6808	0.5509	0.4974	0.4922	-0.0636	0.0461	0.0349	0.0582	0.3065	0.2356	0.3829	0.2466	0.3794	-0.0110	-0.0242	0.0025	0.6037	0.5820	0.6250	1.0970	7.69	0.00050	1	1
v_nofewshot	z	uniform	world	veto	86	0.5125	0.4058	0.5592	0.6726	0.5259	0.4058	0.3995	-0.1869	0.1064	0.0560	0.1579	0.7082	0.4220	1.0358	0.3997	0.8040	-0.0133	-0.0512	0.0221	0.7009	0.6328	0.7686	1.2850	4.13	0.00050	1	1
v_nofewshot	z	signed	intrinsic	tau_b	300	0.6312	0.5420	0.6104	0.9987	0.6812	0.6288	0.7797	0.6088	0.0886	0.0608	0.1168	1.3320	0.8608	2.0214	0.1939	2.0990	-0.0506	-0.0784	-0.0220	0.0218	-0.0100	0.0528	0.8092	6.21	0.00050	1	1
v_nofewshot	z	signed	intrinsic	top1	300	0.6650	0.6084	0.6540	0.9980	0.6927	0.6650	0.8010	0.6524	0.0571	0.0223	0.0917	1.6146	0.4786	3.5256	0.1468	2.3609	-0.0274	-0.0667	0.0100	0.0134	-0.0287	0.0547	0.8311	3.22	0.00100	1	1
v_nofewshot	z	signed	intrinsic	pair	300	0.8156	0.7710	0.8052	0.9993	0.8406	0.8144	0.8898	0.8046	0.0449	0.0310	0.0592	1.3473	0.8884	2.0095	0.1968	2.0984	-0.0248	-0.0389	-0.0103	0.0114	-0.0041	0.0267	0.9171	6.33	0.00050	1	1
v_nofewshot	z	signed	personal	tau_b	87	0.1377	0.1549	0.3549	0.4787	0.1155	0.1499	0.1899	-0.1641	-0.0167	-0.0619	0.0284	-0.0846	-0.3190	0.1404	-0.0514	-0.2012	0.0230	-0.0077	0.0539	0.3028	0.2288	0.3711	0.7312	0.74	0.45200	0	1
v_nofewshot	z	signed	personal	top1	87	0.3319	0.3646	0.5329	0.6182	0.3272	0.3722	0.3844	-0.1166	-0.0324	-0.0694	0.0046	-0.1924	-0.4183	0.0301	-0.1275	-0.2229	0.0048	-0.0374	0.0449	0.4491	0.3893	0.5101	0.8661	1.69	0.09200	0	1
v_nofewshot	z	signed	personal	pair	87	0.5724	0.5826	0.6908	0.7565	0.5614	0.5803	0.6011	-0.0870	-0.0103	-0.0334	0.0121	-0.0970	-0.3175	0.1149	-0.0595	-0.2003	0.0110	-0.0056	0.0263	0.6594	0.6211	0.6955	0.9520	0.88	0.38200	0	1
v_nofewshot	z	signed	personal	veto	86	0.5125	0.5256	0.6465	0.7852	0.5248	0.5193	0.5615	-0.1873	-0.0138	-0.0627	0.0344	-0.1246	-0.6200	0.2842	-0.0531	0.0005	-0.0132	-0.0519	0.0251	0.6984	0.6295	0.7678	0.9120	0.56	0.56300	0	1
v_nofewshot	z	signed	world	tau_b	300	0.0757	0.1452	0.4287	0.5279	0.0910	0.1292	0.1813	-0.1168	-0.0691	-0.0950	-0.0445	-0.2444	-0.3340	-0.1607	-0.1807	-0.1913	-0.0150	-0.0402	0.0089	0.1928	0.1537	0.2337	0.4155	5.46	0.00050	1	1
v_nofewshot	z	signed	world	top1	300	0.3210	0.3842	0.5982	0.6727	0.3343	0.3782	0.4001	-0.0867	-0.0628	-0.0847	-0.0417	-0.2936	-0.3946	-0.1923	-0.2175	-0.2333	-0.0129	-0.0374	0.0121	0.4081	0.3764	0.4415	0.8034	5.64	0.00050	1	1
v_nofewshot	z	signed	world	pair	300	0.5399	0.5783	0.7314	0.7852	0.5490	0.5696	0.5975	-0.0635	-0.0386	-0.0517	-0.0254	-0.2521	-0.3413	-0.1676	-0.1864	-0.1903	-0.0094	-0.0230	0.0037	0.6034	0.5816	0.6256	0.9031	5.70	0.00050	1	1
v_nofewshot	z	signed	world	veto	86	0.5125	0.5256	0.6465	0.7852	0.5248	0.5193	0.5615	-0.1867	-0.0128	-0.0646	0.0388	-0.1172	-0.6190	0.3102	-0.0495	0.0021	-0.0124	-0.0503	0.0254	0.6999	0.6278	0.7706	0.9137	0.50	0.62800	0	1
v_swapped	raw	uniform	intrinsic	tau_b	300	0.6666	0.4435	0.6702	0.9669	0.7070	0.4894	0.5470	0.6547	0.2226	0.1883	0.2566	0.9862	0.8525	1.1269	0.4250	1.1679	-0.0409	-0.0689	-0.0131	0.0112	-0.0230	0.0427	1.2188	12.67	0.00050	1	1
v_swapped	raw	uniform	intrinsic	top1	300	0.7170	0.5506	0.7367	0.9740	0.7523	0.5717	0.6077	0.7322	0.1658	0.1289	0.2021	0.9017	0.7060	1.1316	0.3917	1.0943	-0.0354	-0.0753	0.0040	-0.0156	-0.0560	0.0243	1.1795	8.86	0.00050	1	1
v_swapped	raw	uniform	intrinsic	pair	300	0.8333	0.7217	0.8351	0.9834	0.8535	0.7447	0.7735	0.8278	0.1118	0.0948	0.1287	0.9890	0.8606	1.1388	0.4272	1.1659	-0.0200	-0.0346	-0.0056	0.0058	-0.0103	0.0226	1.0775	12.84	0.00050	1	1
v_swapped	raw	uniform	personal	tau_b	87	0.3022	0.1066	0.3592	0.4565	0.2916	0.1044	0.1154	-0.1643	0.1954	0.1525	0.2392	0.7744	0.6242	0.9307	0.5575	0.7318	0.0106	-0.0231	0.0424	0.4648	0.4109	0.5178	3.5833	8.77	0.00050	1	1
v_swapped	raw	uniform	personal	top1	87	0.4378	0.3424	0.5267	0.6079	0.4707	0.3139	0.3365	-0.1176	0.0957	0.0558	0.1390	0.5286	0.3069	0.7717	0.3623	0.7049	-0.0320	-0.0695	0.0055	0.5562	0.4957	0.6161	1.3043	4.49	0.00050	1	1
v_swapped	raw	uniform	personal	pair	87	0.6611	0.5568	0.6926	0.7439	0.6556	0.5533	0.5613	-0.0870	0.1044	0.0804	0.1286	0.7690	0.6111	0.9221	0.5567	0.7269	0.0056	-0.0139	0.0237	0.7483	0.7165	0.7769	1.1788	8.48	0.00050	1	1
v_swapped	raw	uniform	personal	veto	86	0.6076	0.4619	0.6032	0.7380	0.6152	0.4692	0.4670	-0.1872	0.1460	0.1011	0.1918	1.0678	0.7306	1.5760	0.5293	1.1224	-0.0079	-0.0399	0.0205	0.7950	0.7288	0.8593	1.3070	6.29	0.00050	1	1
v_swapped	raw	uniform	world	tau_b	300	0.3030	0.1456	0.4092	0.4957	0.3098	0.1462	0.1755	-0.1165	0.1571	0.1332	0.1801	0.5963	0.5144	0.6802	0.4487	0.6234	-0.0072	-0.0317	0.0182	0.4193	0.3891	0.4481	1.7382	12.84	0.00050	1	1
v_swapped	raw	uniform	world	top1	300	0.4940	0.3968	0.5845	0.6500	0.5135	0.3941	0.4105	-0.0868	0.0968	0.0734	0.1203	0.5183	0.3941	0.6463	0.3827	0.6239	-0.0197	-0.0451	0.0036	0.5805	0.5488	0.6117	1.2027	8.03	0.00050	1	1
v_swapped	raw	uniform	world	pair	300	0.6647	0.5784	0.7205	0.7678	0.6681	0.5783	0.5947	-0.0635	0.0864	0.0730	0.0994	0.6080	0.5275	0.6903	0.4559	0.6323	-0.0034	-0.0166	0.0088	0.7281	0.7117	0.7442	1.1178	12.68	0.00050	1	1
v_swapped	raw	uniform	world	veto	86	0.6076	0.4619	0.6032	0.7380	0.6152	0.4692	0.4670	-0.1877	0.1459	0.1030	0.1916	1.0727	0.7272	1.6318	0.5290	1.1228	-0.0075	-0.0369	0.0228	0.7953	0.7298	0.8619	1.3057	6.48	0.00050	1	1
v_swapped	raw	signed	intrinsic	tau_b	300	0.6666	0.6157	0.6573	0.9980	0.7041	0.6828	0.8199	0.6555	0.0506	0.0235	0.0775	1.3168	0.5291	2.7135	0.1324	2.3296	-0.0385	-0.0696	-0.0093	0.0106	-0.0227	0.0439	0.8123	3.68	0.00100	1	1
v_swapped	raw	signed	intrinsic	top1	300	0.7170	0.6852	0.7337	0.9983	0.7520	0.7407	0.8530	0.7339	0.0318	-0.0015	0.0651	0.6919	-0.0369	1.7186	0.1016	1.4642	-0.0350	-0.0730	0.0020	-0.0169	-0.0563	0.0237	0.8403	1.87	0.06300	0	1
v_swapped	raw	signed	intrinsic	pair	300	0.8333	0.8078	0.8287	0.9990	0.8521	0.8414	0.9099	0.8276	0.0252	0.0111	0.0387	1.3331	0.5275	2.7459	0.1319	2.3384	-0.0188	-0.0330	-0.0049	0.0055	-0.0108	0.0218	0.9156	3.74	0.00100	1	1
v_swapped	raw	signed	personal	tau_b	87	0.3022	0.2763	0.3873	0.5134	0.2896	0.2711	0.3136	-0.1641	0.0263	-0.0103	0.0632	0.2424	-0.0931	0.5909	0.1108	0.1221	0.0131	-0.0236	0.0491	0.4660	0.4100	0.5181	0.9676	1.39	0.16400	0	1
v_swapped	raw	signed	personal	top1	87	0.4378	0.4522	0.5458	0.6378	0.4746	0.4592	0.4748	-0.1173	-0.0150	-0.0609	0.0287	-0.1780	-0.7735	0.3284	-0.0846	0.2436	-0.0368	-0.0751	-0.0001	0.5549	0.4958	0.6159	0.9214	0.65	0.51300	0	1
v_swapped	raw	signed	personal	pair	87	0.6611	0.6479	0.7093	0.7753	0.6549	0.6458	0.6675	-0.0866	0.0133	-0.0078	0.0331	0.2191	-0.1249	0.5480	0.1044	0.1234	0.0058	-0.0135	0.0243	0.7476	0.7178	0.7762	0.9906	1.30	0.19700	0	1
v_swapped	raw	signed	personal	veto	86	0.6076	0.6000	0.6507	0.7973	0.5975	0.5912	0.6399	-0.1865	0.0069	-0.0325	0.0433	0.1333	-0.8378	1.6047	0.0344	-0.0121	0.0093	-0.0277	0.0487	0.7937	0.7287	0.8562	0.9488	0.34	0.71300	0	1
v_swapped	raw	signed	world	tau_b	300	0.3030	0.2882	0.4381	0.5374	0.3070	0.3001	0.3423	-0.1166	0.0152	-0.0057	0.0354	0.1017	-0.0380	0.2318	0.0611	0.1291	-0.0040	-0.0276	0.0196	0.4198	0.3902	0.4483	0.8862	1.44	0.16000	0	1
v_swapped	raw	signed	world	top1	300	0.4940	0.4905	0.5992	0.6750	0.5125	0.5037	0.5286	-0.0866	0.0037	-0.0180	0.0253	0.0338	-0.1690	0.2316	0.0201	0.2048	-0.0184	-0.0424	0.0049	0.5808	0.5493	0.6103	0.9359	0.34	0.74000	0	1
v_swapped	raw	signed	world	pair	300	0.6647	0.6566	0.7359	0.7903	0.6667	0.6636	0.6856	-0.0635	0.0079	-0.0041	0.0194	0.0994	-0.0530	0.2425	0.0588	0.1273	-0.0022	-0.0156	0.0101	0.7279	0.7111	0.7445	0.9692	1.33	0.19000	0	1
v_swapped	raw	signed	world	veto	86	0.6076	0.6000	0.6507	0.7973	0.5975	0.5912	0.6399	-0.1885	0.0077	-0.0329	0.0456	0.2060	-0.9264	1.9213	0.0384	-0.0253	0.0097	-0.0278	0.0490	0.7962	0.7295	0.8622	0.9504	0.38	0.69700	0	1
v_swapped	z	uniform	intrinsic	tau_b	300	0.6413	0.4505	0.6422	0.9700	0.6911	0.5049	0.5520	0.6319	0.1908	0.1574	0.2231	1.0011	0.8352	1.1863	0.3672	1.2637	-0.0500	-0.0836	-0.0195	0.0092	-0.0242	0.0419	1.1633	11.30	0.00050	1	1
v_swapped	z	uniform	intrinsic	top1	300	0.7047	0.5480	0.7137	0.9783	0.7400	0.5800	0.5993	0.7062	0.1572	0.1188	0.1955	0.9548	0.7267	1.1989	0.3658	1.1696	-0.0351	-0.0767	0.0063	-0.0003	-0.0400	0.0383	1.1781	8.12	0.00050	1	1
v_swapped	z	uniform	intrinsic	pair	300	0.8207	0.7253	0.8211	0.9850	0.8456	0.7524	0.7760	0.8162	0.0953	0.0792	0.1119	0.9993	0.8308	1.1845	0.3668	1.2599	-0.0249	-0.0417	-0.0090	0.0044	-0.0131	0.0207	1.0578	11.48	0.00050	1	1
v_swapped	z	uniform	personal	tau_b	87	0.2812	0.1153	0.3573	0.4549	0.2817	0.1001	0.1426	-0.1635	0.1661	0.1224	0.2137	0.6865	0.5304	0.8617	0.4882	0.6894	-0.0008	-0.0412	0.0388	0.4447	0.3827	0.5011	2.0639	7.06	0.00050	1	1
v_swapped	z	uniform	personal	top1	87	0.4351	0.3428	0.5289	0.6126	0.4742	0.3163	0.3244	-0.1165	0.0919	0.0513	0.1352	0.4969	0.2821	0.7208	0.3400	0.7083	-0.0391	-0.0787	0.0015	0.5513	0.4908	0.6101	1.3454	4.18	0.00050	1	1
v_swapped	z	uniform	personal	pair	87	0.6499	0.5615	0.6917	0.7431	0.6504	0.5512	0.5766	-0.0865	0.0886	0.0654	0.1157	0.6830	0.5159	0.8507	0.4886	0.6808	0.0002	-0.0208	0.0214	0.7370	0.7041	0.7675	1.1277	6.90	0.00050	1	1
v_swapped	z	uniform	personal	veto	86	0.5826	0.4599	0.6246	0.7563	0.5699	0.4598	0.5119	-0.1871	0.1230	0.0790	0.1691	0.7572	0.4909	1.0952	0.4146	0.6785	0.0125	-0.0329	0.0620	0.7698	0.7011	0.8392	1.1398	5.37	0.00050	1	1
v_swapped	z	uniform	world	tau_b	300	0.2985	0.1497	0.4126	0.4984	0.2977	0.1458	0.1817	-0.1165	0.1490	0.1249	0.1734	0.5674	0.4823	0.6518	0.4275	0.5637	0.0010	-0.0235	0.0253	0.4156	0.3850	0.4468	1.6508	11.93	0.00050	1	1
v_swapped	z	uniform	world	top1	300	0.4941	0.3968	0.5851	0.6517	0.5046	0.3864	0.4024	-0.0864	0.0973	0.0732	0.1214	0.5171	0.3942	0.6454	0.3817	0.5720	-0.0103	-0.0366	0.0164	0.5804	0.5489	0.6118	1.2291	7.80	0.00050	1	1
v_swapped	z	uniform	world	pair	300	0.6622	0.5807	0.7227	0.7693	0.6613	0.5781	0.5982	-0.0634	0.0817	0.0687	0.0950	0.5742	0.4879	0.6556	0.4324	0.5686	0.0008	-0.0126	0.0143	0.7258	0.7093	0.7421	1.1075	12.26	0.00050	1	1
v_swapped	z	uniform	world	veto	86	0.5826	0.4599	0.6246	0.7563	0.5699	0.4598	0.5119	-0.1884	0.1228	0.0795	0.1671	0.7655	0.5038	1.1111	0.4152	0.6856	0.0125	-0.0357	0.0614	0.7715	0.7064	0.8398	1.1421	5.53	0.00050	1	1
v_swapped	z	signed	intrinsic	tau_b	300	0.6413	0.5951	0.6347	0.9976	0.6922	0.6467	0.8031	0.6325	0.0461	0.0172	0.0719	1.2660	0.4411	2.6784	0.1144	2.6651	-0.0512	-0.0829	-0.0215	0.0085	-0.0254	0.0415	0.7981	3.30	0.00300	1	1
v_swapped	z	signed	intrinsic	top1	300	0.7047	0.6699	0.7070	0.9983	0.7417	0.7247	0.8387	0.7060	0.0342	-0.0001	0.0675	1.2001	-0.0155	2.9469	0.1042	2.6370	-0.0373	-0.0787	0.0037	-0.0014	-0.0397	0.0363	0.8397	1.99	0.05100	0	1
v_swapped	z	signed	intrinsic	pair	300	0.8207	0.7976	0.8173	0.9988	0.8461	0.8233	0.9016	0.8161	0.0232	0.0087	0.0364	1.2572	0.4333	2.5352	0.1151	2.6625	-0.0255	-0.0412	-0.0093	0.0045	-0.0122	0.0200	0.9103	3.23	0.00050	1	1
v_swapped	z	signed	personal	tau_b	87	0.2812	0.2648	0.3918	0.5149	0.2859	0.2611	0.3141	-0.1639	0.0166	-0.0258	0.0585	0.1282	-0.2147	0.4621	0.0658	0.1763	-0.0053	-0.0470	0.0353	0.4454	0.3850	0.5025	0.8980	0.76	0.44400	0	1
v_swapped	z	signed	personal	top1	87	0.4351	0.4383	0.5525	0.6449	0.4804	0.4263	0.4793	-0.1169	-0.0033	-0.0479	0.0389	-0.0352	-0.4654	0.3400	-0.0176	0.3829	-0.0451	-0.0918	-0.0016	0.5528	0.4903	0.6091	0.9082	0.15	0.91800	0	1
v_swapped	z	signed	personal	pair	87	0.6499	0.6415	0.7111	0.7755	0.6526	0.6399	0.6671	-0.0870	0.0087	-0.0137	0.0299	0.1241	-0.2057	0.4366	0.0649	0.1668	-0.0027	-0.0244	0.0186	0.7368	0.7045	0.7691	0.9750	0.77	0.42900	0	1
v_swapped	z	signed	personal	veto	86	0.5826	0.5888	0.6501	0.7938	0.5842	0.5742	0.6441	-0.1866	-0.0065	-0.0520	0.0371	-0.0587	-1.1461	0.6820	-0.0337	0.0200	-0.0011	-0.0456	0.0430	0.7693	0.7008	0.8347	0.9045	0.29	0.79400	0	1
v_swapped	z	signed	world	tau_b	300	0.2985	0.2768	0.4364	0.5370	0.3000	0.2876	0.3316	-0.1164	0.0219	0.0014	0.0446	0.1374	0.0090	0.2751	0.0842	0.1470	-0.0015	-0.0258	0.0232	0.4150	0.3846	0.4456	0.9014	2.00	0.03900	0	1
v_swapped	z	signed	world	top1	300	0.4941	0.4800	0.6006	0.6782	0.5079	0.4951	0.5261	-0.0865	0.0143	-0.0080	0.0353	0.1191	-0.0667	0.2965	0.0724	0.2336	-0.0136	-0.0394	0.0121	0.5810	0.5496	0.6103	0.9401	1.30	0.19300	0	1
v_swapped	z	signed	world	pair	300	0.6622	0.6502	0.7350	0.7899	0.6626	0.6564	0.6797	-0.0635	0.0120	-0.0001	0.0233	0.1416	-0.0013	0.2751	0.0858	0.1440	-0.0001	-0.0142	0.0136	0.7258	0.7090	0.7423	0.9745	1.99	0.05200	0	1
v_swapped	z	signed	world	veto	86	0.5826	0.5888	0.6501	0.7938	0.5842	0.5742	0.6441	-0.1871	-0.0060	-0.0513	0.0385	-2.5351	-1.1259	0.7739	-0.0307	-0.7717	-0.0024	-0.0485	0.0434	0.7701	0.7062	0.8417	0.9053	0.26	0.79300	0	1
main	raw	signed_m0	intrinsic	tau_b	966	0.6628	0.5409	0.6578	0.9971	0.6638	0.6575	0.7586	0.6564	0.1218	0.1070	0.1363	1.0445	0.9012	1.1971	0.2671	1.0570	-0.0014	-0.0203	0.0166	0.0064	-0.0107	0.0228	0.8736	16.49	0.00050	1	1
main	raw	signed_m0	intrinsic	top1	966	0.7037	0.6151	0.6990	0.9989	0.7019	0.7045	0.7853	0.6985	0.0886	0.0692	0.1071	1.0626	0.8239	1.3408	0.2309	1.0472	0.0013	-0.0214	0.0237	0.0052	-0.0158	0.0262	0.8960	9.18	0.00050	1	1
main	raw	signed_m0	intrinsic	pair	966	0.8314	0.7705	0.8289	0.9986	0.8319	0.8287	0.8793	0.8279	0.0610	0.0537	0.0683	1.0469	0.9037	1.2095	0.2671	1.0536	-0.0004	-0.0097	0.0088	0.0034	-0.0052	0.0120	0.9455	16.40	0.00050	1	1
main	raw	signed_m0	personal	tau_b	291	0.2786	0.2451	0.3940	0.5186	0.2872	0.2852	0.3043	-0.1567	0.0334	0.0150	0.0510	0.2262	0.0977	0.3531	0.1225	0.2832	-0.0085	-0.0300	0.0132	0.4352	0.4022	0.4662	0.9155	3.54	0.00100	1	1
main	raw	signed_m0	personal	top1	291	0.4545	0.4389	0.5527	0.6484	0.4680	0.4752	0.4778	-0.1241	0.0157	-0.0053	0.0369	0.1399	-0.0486	0.3257	0.0756	0.2600	-0.0134	-0.0369	0.0094	0.5791	0.5492	0.6096	0.9519	1.47	0.14200	0	1
main	raw	signed_m0	personal	pair	291	0.6495	0.6320	0.7116	0.7781	0.6540	0.6538	0.6633	-0.0837	0.0176	0.0074	0.0280	0.2218	0.0913	0.3614	0.1206	0.2769	-0.0044	-0.0167	0.0073	0.7334	0.7165	0.7502	0.9795	3.41	0.00100	1	1
main	raw	signed_m0	personal	veto	285	0.5805	0.5630	0.6698	0.8095	0.5996	0.5953	0.6084	-0.1699	0.0172	-0.0074	0.0412	0.1642	-0.0666	0.4089	0.0699	0.3516	-0.0195	-0.0484	0.0100	0.7504	0.7124	0.7887	0.9537	1.40	0.16100	0	1
main	raw	signed_m0	world	tau_b	966	0.2944	0.2479	0.4367	0.5390	0.2902	0.2922	0.3200	-0.1174	0.0466	0.0356	0.0571	0.2467	0.1868	0.3067	0.1601	0.2237	0.0043	-0.0094	0.0182	0.4118	0.3942	0.4294	0.9203	8.18	0.00050	1	1
main	raw	signed_m0	world	top1	966	0.4975	0.4577	0.5999	0.6762	0.4943	0.4884	0.5072	-0.0847	0.0398	0.0280	0.0511	0.2801	0.1962	0.3641	0.1821	0.2570	0.0033	-0.0107	0.0168	0.5822	0.5656	0.5997	0.9810	6.77	0.00050	1	1
main	raw	signed_m0	world	pair	966	0.6596	0.6347	0.7356	0.7911	0.6574	0.6588	0.6735	-0.0640	0.0251	0.0188	0.0311	0.2486	0.1859	0.3116	0.1604	0.2255	0.0023	-0.0051	0.0098	0.7238	0.7142	0.7332	0.9795	7.92	0.00050	1	1
main	raw	signed_m0	world	veto	285	0.5805	0.5630	0.6698	0.8095	0.5996	0.5953	0.6084	-0.1693	0.0179	-0.0056	0.0415	0.1706	-0.0515	0.4141	0.0729	0.3508	-0.0188	-0.0478	0.0100	0.7503	0.7138	0.7889	0.9552	1.48	0.14500	0	1
main	z	signed_m0	intrinsic	tau_b	966	0.6353	0.5284	0.6296	0.9974	0.6640	0.6375	0.7379	0.6276	0.1071	0.0928	0.1210	1.0605	0.8902	1.2460	0.2284	1.3436	-0.0286	-0.0456	-0.0113	0.0077	-0.0102	0.0252	0.8613	14.71	0.00050	1	1
main	z	signed_m0	intrinsic	top1	966	0.6880	0.6034	0.6813	0.9993	0.7062	0.6913	0.7678	0.6805	0.0848	0.0666	0.1028	1.1021	0.8302	1.4240	0.2141	1.3385	-0.0182	-0.0402	0.0042	0.0076	-0.0141	0.0281	0.8964	9.24	0.00050	1	1
main	z	signed_m0	intrinsic	pair	966	0.8177	0.7642	0.8148	0.9987	0.8320	0.8188	0.8689	0.8138	0.0536	0.0464	0.0606	1.0610	0.8890	1.2467	0.2284	1.3431	-0.0142	-0.0231	-0.0053	0.0039	-0.0050	0.0125	0.9411	14.30	0.00050	1	1
main	z	signed_m0	personal	tau_b	291	0.2713	0.2396	0.3943	0.5195	0.2883	0.2731	0.3048	-0.1564	0.0319	0.0121	0.0515	0.2073	0.0793	0.3361	0.1142	0.3169	-0.0168	-0.0396	0.0076	0.4282	0.3957	0.4587	0.8909	3.19	0.00300	1	1
